
---------- Begin Simulation Statistics ----------
simSeconds                                   0.120081                       # Number of seconds simulated (Second)
simTicks                                 120080703260                       # Number of ticks simulated (Tick)
finalTick                                120080703260                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1061.46                       # Real time elapsed on the host (Second)
hostTickRate                                113128181                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8582160                       # Number of bytes of host memory used (Byte)
simInsts                                    201825634                       # Number of instructions simulated (Count)
simOps                                      212594376                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   190140                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     200285                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        252270386                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.245442                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.802928                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       284976778                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1182                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      263904009                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 482826                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             72383583                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          45255629                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 218                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           252095331                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.046842                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.134531                       # Number of insts issued each cycle (Count)
system.cpu.commitStats0.committedInstType::SimdFloatExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdConfig            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::total    213323647                       # Class of committed instruction. (Count)
system.cpu.commitStats0.committedControl::IsControl     40213060                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsDirectControl     39856276                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsIndirectControl       356784                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCondControl     37121435                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsUncondControl      3091625                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCall       351423                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsReturn       351419                       # Class of control type instructions committed (Count)
system.cpu.dcache.demandHits::cpu.data       50334740                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total          50334740                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::cpu.data      50338292                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total         50338292                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::cpu.data      1428510                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total         1428510                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::cpu.data      1428515                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total        1428515                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::cpu.data  19733181942                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total  19733181942                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.overallMissLatency::cpu.data  19733181942                       # number of overall miss ticks (Tick)
system.cpu.dcache.overallMissLatency::total  19733181942                       # number of overall miss ticks (Tick)
system.cpu.dcache.demandAccesses::cpu.data     51763250                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.demandAccesses::total      51763250                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::cpu.data     51766807                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::total     51766807                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.demandMissRate::cpu.data     0.027597                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.demandMissRate::total      0.027597                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.overallMissRate::cpu.data     0.027595                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.overallMissRate::total     0.027595                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.demandAvgMissLatency::cpu.data 13813.821354                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.demandAvgMissLatency::total 13813.821354                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::cpu.data 13813.773003                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::total 13813.773003                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.blockedCycles::no_mshrs         3426                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_targets          343                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCauses::no_mshrs          871                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_targets            3                       # number of times access was blocked (Count)
system.cpu.dcache.avgBlocked::no_mshrs       3.933410                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_targets   114.333333                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.writebacks::writebacks      1580559                       # number of writebacks (Count)
system.cpu.dcache.writebacks::total           1580559                       # number of writebacks (Count)
system.cpu.dcache.demandMshrHits::cpu.data       416632                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.demandMshrHits::total        416632                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.overallMshrHits::cpu.data       416632                       # number of overall MSHR hits (Count)
system.cpu.dcache.overallMshrHits::total       416632                       # number of overall MSHR hits (Count)
system.cpu.dcache.demandMshrMisses::cpu.data      1011878                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.demandMshrMisses::total      1011878                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::cpu.data      1011883                       # number of overall MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::cpu.dcache.prefetcher       722382                       # number of overall MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::total      1734265                       # number of overall MSHR misses (Count)
system.cpu.dcache.demandMshrMissLatency::cpu.data   5449360660                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissLatency::total   5449360660                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::cpu.data   5449829044                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::cpu.dcache.prefetcher  10055091865                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::total  15504920909                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissRate::cpu.data     0.019548                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.demandMshrMissRate::total     0.019548                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::cpu.data     0.019547                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::cpu.dcache.prefetcher          inf                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::total     0.033501                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.demandAvgMshrMissLatency::cpu.data  5385.392962                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.demandAvgMshrMissLatency::total  5385.392962                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::cpu.data  5385.829235                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::cpu.dcache.prefetcher 13919.355500                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::total  8940.341245                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.replacements                1695101                       # number of replacements (Count)
system.cpu.dcache.HardPFReq.mshrMisses::cpu.dcache.prefetcher       722382                       # number of HardPFReq MSHR misses (Count)
system.cpu.dcache.HardPFReq.mshrMisses::total       722382                       # number of HardPFReq MSHR misses (Count)
system.cpu.dcache.HardPFReq.mshrMissLatency::cpu.dcache.prefetcher  10055091865                       # number of HardPFReq MSHR miss ticks (Tick)
system.cpu.dcache.HardPFReq.mshrMissLatency::total  10055091865                       # number of HardPFReq MSHR miss ticks (Tick)
system.cpu.dcache.HardPFReq.mshrMissRate::cpu.dcache.prefetcher          inf                       # mshr miss rate for HardPFReq accesses (Ratio)
system.cpu.dcache.HardPFReq.mshrMissRate::total          inf                       # mshr miss rate for HardPFReq accesses (Ratio)
system.cpu.dcache.HardPFReq.avgMshrMissLatency::cpu.dcache.prefetcher 13919.355500                       # average HardPFReq mshr miss latency ((Tick/Count))
system.cpu.dcache.HardPFReq.avgMshrMissLatency::total 13919.355500                       # average HardPFReq mshr miss latency ((Tick/Count))
system.cpu.dcache.LoadLockedReq.hits::cpu.data         1038                       # number of LoadLockedReq hits (Count)
system.cpu.dcache.LoadLockedReq.hits::total         1038                       # number of LoadLockedReq hits (Count)
system.cpu.dcache.LoadLockedReq.misses::cpu.data           18                       # number of LoadLockedReq misses (Count)
system.cpu.dcache.LoadLockedReq.misses::total           18                       # number of LoadLockedReq misses (Count)
system.cpu.dcache.LoadLockedReq.missLatency::cpu.data       717808                       # number of LoadLockedReq miss ticks (Tick)
system.cpu.dcache.LoadLockedReq.missLatency::total       717808                       # number of LoadLockedReq miss ticks (Tick)
system.cpu.dcache.LoadLockedReq.accesses::cpu.data         1056                       # number of LoadLockedReq accesses(hits+misses) (Count)
system.cpu.dcache.LoadLockedReq.accesses::total         1056                       # number of LoadLockedReq accesses(hits+misses) (Count)
system.cpu.dcache.LoadLockedReq.missRate::cpu.data     0.017045                       # miss rate for LoadLockedReq accesses (Ratio)
system.cpu.dcache.LoadLockedReq.missRate::total     0.017045                       # miss rate for LoadLockedReq accesses (Ratio)
system.cpu.dcache.LoadLockedReq.avgMissLatency::cpu.data 39878.222222                       # average LoadLockedReq miss latency ((Tick/Count))
system.cpu.dcache.LoadLockedReq.avgMissLatency::total 39878.222222                       # average LoadLockedReq miss latency ((Tick/Count))
system.cpu.dcache.LoadLockedReq.mshrHits::cpu.data           14                       # number of LoadLockedReq MSHR hits (Count)
