
---------- Begin Simulation Statistics ----------
simSeconds                                   0.129224                       # Number of seconds simulated (Second)
simTicks                                 129223880716                       # Number of ticks simulated (Tick)
finalTick                                129223880716                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    947.44                       # Real time elapsed on the host (Second)
hostTickRate                                136392206                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8581132                       # Number of bytes of host memory used (Byte)
simInsts                                    201825634                       # Number of instructions simulated (Count)
simOps                                      212594376                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   213021                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     224387                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        271478742                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.340272                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.746117                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       293002215                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1174                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      269346708                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 679686                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             80409012                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          51174339                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 210                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           271258471                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.992952                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.132467                       # Number of insts issued each cycle (Count)
system.cpu.dcache.tags.ratioOccsTaskId::1024     0.556641                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.dcache.tags.tagAccesses          208966792                       # Number of tag accesses (Count)
system.cpu.dcache.tags.dataAccesses         208966792                       # Number of data accesses (Count)
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 129223880716                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.decode.idleCycles                112754823                       # Number of cycles decode is idle (Cycle)
system.cpu.decode.blockedCycles              34133775                       # Number of cycles decode is blocked (Cycle)
system.cpu.decode.runCycles                 106527249                       # Number of cycles decode is running (Cycle)
system.cpu.decode.unblockCycles              10393149                       # Number of cycles decode is unblocking (Cycle)
system.cpu.decode.squashCycles                7449475                       # Number of cycles decode is squashing (Cycle)
system.cpu.decode.branchResolved             31940407                       # Number of times decode resolved a branch (Count)
system.cpu.decode.branchMispred                 71832                       # Number of times decode detected a branch misprediction (Count)
system.cpu.decode.decodedInsts              331148689                       # Number of instructions handled by decode (Count)
system.cpu.decode.squashedInsts              24516731                       # Number of squashed instructions handled by decode (Count)
system.cpu.executeStats0.numInsts           254165467                       # Number of executed instructions (Count)
system.cpu.executeStats0.numNop               1407349                       # Number of nop insts executed (Count)
system.cpu.executeStats0.numBranches         47698189                       # Number of branches executed (Count)
system.cpu.executeStats0.numLoadInsts        36259334                       # Number of load instructions executed (Count)
system.cpu.executeStats0.numStoreInsts       17446110                       # Number of stores executed (Count)
system.cpu.executeStats0.instRate            0.936226                       # Inst execution rate ((Count/Cycle))
system.cpu.executeStats0.numCCRegReads      107323224                       # Number of times the CC registers were read (Count)
system.cpu.executeStats0.numCCRegWrites     114232161                       # Number of times the CC registers were written (Count)
system.cpu.executeStats0.numFpRegWrites             0                       # Number of times the floating registers were written (Count)
system.cpu.executeStats0.numIntRegReads     312144189                       # Number of times the integer registers were read (Count)
system.cpu.executeStats0.numIntRegWrites    160023591                       # Number of times the integer registers were written (Count)
system.cpu.executeStats0.numMemRefs          53705444                       # Number of memory refs (Count)
system.cpu.executeStats0.numMiscRegReads     31172464                       # Number of times the Misc registers were read (Count)
system.cpu.executeStats0.numMiscRegWrites         3806                       # Number of times the Misc registers were written (Count)
system.cpu.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu.executeStats0.numVecRegReads       3304623                       # Number of times the vector registers were read (Count)
system.cpu.executeStats0.numVecRegWrites      1560168                       # Number of times the vector registers were written (Count)
system.cpu.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu.fetch.predictedBranches           36916327                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                     132486794                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                15017336                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                    9                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.pendingTrapStallCycles            42                       # Number of stall cycles due to pending traps (Cycle)
system.cpu.fetch.icacheWaitRetryStallCycles           38                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu.fetch.cacheLines                 126746980                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes               3059465                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples          271258471                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              1.414454                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             1.701294                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0                141328326     52.10%     52.10% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                 26984103      9.95%     62.05% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                 19655368      7.25%     69.29% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                 15774866      5.82%     75.11% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                 67515808     24.89%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                4                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total            271258471                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts             366604252                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             1.350398                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches           72355130                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.266522                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles    131262920                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst      126712141                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total         126712141                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst     126712141                       # number of overall hits (Count)
system.cpu.icache.overallHits::total        126712141                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst        34839                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total           34839                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst        34839                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total          34839                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    464421774                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    464421774                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    464421774                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    464421774                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst    126746980                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total     126746980                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst    126746980                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total    126746980                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.000275                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.000275                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.000275                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.000275                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 13330.513907                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 13330.513907                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 13330.513907                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 13330.513907                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          752                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           14                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      53.714286                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst         2312                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total          2312                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst         2312                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total         2312                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst        32527                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total        32527                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst        32527                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total        32527                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    396900698                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    396900698                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    396900698                       # number of overall MSHR miss ticks (Tick)
